naive_did,abadie_lgbm_result,dmldid_lgbm_result
9.873683999665825,6.249580967795079,2.6334336248729624
9.696761284140502,6.232649349065257,2.0664690444349088
9.631721247277394,6.344747318296611,2.628786881833224
9.769466800056435,6.196499698890828,2.387895188335227
9.815459934200966,6.452296045625463,2.4368061809010877
9.790961018249686,6.34903196028304,2.1212425721052117
9.8467577258807,6.25730857336918,1.8743630443913593
9.841034101784498,6.203490187866884,2.431011642628178
9.834053266323611,6.472198087264943,2.253684939702098
9.232269309230459,5.884632391303293,2.154007417691144
9.801624436866017,6.598435090257766,2.3488716627138735
9.956203050862602,6.556889594819282,2.2769415490166898
9.88646980835987,6.166259693767574,2.0001350776152056
9.519385252167405,6.296823040941437,2.3922255454531722
9.64499544427431,6.198652754589572,2.454005153304664
9.605130024511055,6.148399408159716,2.5919712451451633
8.982840558991239,5.98469764705541,2.556642614618069
10.012799353652886,6.588538164497043,2.521184619005446
9.513721164522913,6.348011628494499,2.5541456225108776
9.33919056126092,6.034408153687897,2.768236166035637
9.524093269247459,5.979309367343682,2.107568894701314
9.629698442201066,6.2159939344214585,2.464002574518263
9.245291429281153,6.201887957197868,2.3872865210907617
9.180984967787861,5.883531001871688,2.6986282332308695
8.943819710058929,6.069618011700799,2.4049029446120516
9.532680426342937,6.218599921952573,2.617148213853773
9.323687959273226,6.202172960007731,2.5179155473455186
9.596374033571223,6.3739788098979595,2.1360620693204804
9.626354699962665,6.432949675786221,2.3637690382095204
9.543256969738877,6.149469908121346,2.3639047347781386
9.496995016581993,6.281436939047293,2.463637057902055
9.504393050407355,6.280107107004736,2.437148591718375
9.514841446884908,6.146241462559479,2.2731481933688893
9.281955916366616,6.106693745224554,2.546072976857293
9.902335918877139,6.436098423177312,2.603279583930828
9.69386190499551,6.227246999448928,2.721989414717754
10.042947192143622,6.288414685932474,2.321686664890022
9.720457466321337,6.2753214444076955,2.082449486509759
9.50869844571697,6.095244788229212,2.1483767501382705
9.609070418846308,6.157519517182085,2.4391732861513082
9.313601605575059,5.827956216842199,2.008968450159161
9.203320466595617,5.861942559298597,2.3915014073965697
9.36669747549561,5.904013487873111,2.1163316707776065
9.792852425247442,6.685012522840373,2.335089832479659
9.932364727720564,6.285808733829862,2.3602695541750984
9.753003310389527,6.3895555664015715,2.3151608129993644
9.548146287697337,6.009766169000457,2.0639636913520922
10.358850211311232,6.682702483347699,1.9789549784273985
9.734671235405658,6.044533538229803,2.2622398155643784
